chr1	x1	x2	chr2	y1	y2
10	53149277	53149297	10	53720343	53720363
10	54404607	54404627	10	54489458	54489478
10	5484206	5484226	10	5915591	5915611
10	56851660	56851680	10	57023863	57023883
10	60541826	60541846	10	61792719	61792739
10	60712606	60712626	10	61000529	61000549
10	6151064	6151084	10	6193548	6193568
10	6151064	6151084	10	6244733	6244753
10	62900725	62900745	10	63044227	63044247
10	65801156	65801176	10	67940669	67940689
10	69972670	69972690	10	70062136	70062156
10	70764732	70764752	10	70982137	70982157
10	70764732	70764752	10	71152456	71152476
10	70764732	70764752	10	70853227	70853247
10	70997506	70997526	10	71152456	71152476
10	72309793	72309813	10	72518990	72519010
10	72309793	72309813	10	72639960	72639980
10	72575588	72575608	10	72639960	72639980
10	72685606	72685626	10	72968989	72969009
10	73144143	73144163	10	73329933	73329953
10	73144143	73144163	10	73468138	73468158
10	73716016	73716036	10	73808444	73808464
10	74124206	74124226	10	74594172	74594192
10	75023800	75023820	10	75404088	75404108
10	75289277	75289297	10	75404088	75404108
10	7567551	7567571	10	8095297	8095317
10	75608957	75608977	10	75645928	75645948
10	75608957	75608977	10	75700520	75700540
10	75645928	75645948	10	75841147	75841167
10	75645928	75645948	10	75700520	75700540
10	7567551	7567571	10	7729406	7729426
10	7567551	7567571	10	9251341	9251361
10	78307305	78307325	10	78744752	78744772
10	7914129	7914149	10	9251341	9251361
10	81134500	81134520	10	81227209	81227229
10	81322055	81322075	10	81689340	81689360
10	81903647	81903667	10	81982593	81982613
10	81929016	81929036	10	81982593	81982613
10	82459441	82459461	10	82684276	82684296
10	82459441	82459461	10	82939762	82939782
10	84571561	84571581	10	85631422	85631442
10	86687559	86687579	10	88137159	88137179
10	87307974	87307994	10	88137159	88137179
10	90789773	90789793	10	91323800	91323820
10	91020282	91020302	10	91129445	91129465
10	91020282	91020302	10	91323800	91323820
10	91186189	91186209	10	91323800	91323820
10	92671494	92671514	10	92766192	92766212
10	92671494	92671514	10	93011393	93011413
10	92766192	92766212	10	93011393	93011413
10	9373682	9373702	10	10719624	10719644
10	93847676	93847696	10	94194945	94194965
10	94840199	94840219	10	95048980	95049000
10	96040026	96040046	10	96204246	96204266
10	97190309	97190329	10	97361072	97361092
10	98155869	98155889	10	99461346	99461366
10	98525590	98525610	10	98590475	98590495
10	98832780	98832800	10	98970426	98970446
10	99223560	99223580	10	99313438	99313458
10	99461346	99461366	10	99491695	99491715
10	99551914	99551934	10	99629297	99629317
1	101386833	101386853	1	101754155	101754175
1	101774963	101774983	1	101823115	101823135
1	101774963	101774983	1	101904132	101904152
1	10488294	10488314	1	10554876	10554896
1	107739769	107739789	1	108072351	108072371
1	107819763	107819783	1	108072351	108072371
1	107973449	107973469	1	108072351	108072371
1	109370909	109370929	1	109440920	109440940
11	100447329	100447349	11	100726383	100726403
11	10229788	10229808	11	10757515	10757535
11	102261593	102261613	11	102366318	102366338
11	10229788	10229808	11	10344747	10344767
11	102604181	102604201	11	102811887	102811907
11	103196855	103196875	11	103472167	103472187
11	104480116	104480136	11	104871727	104871747
11	107447399	107447419	11	107560515	107560535
1	110881035	110881055	1	110955308	110955328
11	110072232	110072252	11	110247610	110247630
11	110072232	110072252	11	111101291	111101311
1	111173555	111173575	1	111308852	111308872
11	112090631	112090651	11	113160485	113160505
11	113176606	113176626	11	113403612	113403632
11	115205802	115205822	11	116147479	116147499
11	115205802	115205822	11	115783547	115783567
11	116324940	116324960	11	116562583	116562603
11	116662124	116662144	11	116976871	116976891
11	116750719	116750739	11	116976871	116976891
11	117297094	117297114	11	117924288	117924308
1	111765654	111765674	1	111876976	111876996
11	118069172	118069192	11	118224026	118224046
11	118777893	118777913	11	118827442	118827462
11	119544649	119544669	11	119979081	119979101
11	122086292	122086312	11	122376639	122376659
11	122667026	122667046	11	122724862	122724882
11	122982276	122982296	11	123118093	123118113
11	122982276	122982296	11	123349289	123349309
11	123278258	123278278	11	123349289	123349309
11	124285427	124285447	11	124456307	124456327
11	124832065	124832085	11	125011801	125011821
11	125793102	125793122	11	126064200	126064220
11	126310896	126310916	11	126860443	126860463
11	126310896	126310916	11	127215929	127215949
11	126586526	126586546	11	126860443	126860463
11	127901615	127901635	11	128042377	128042397
11	128754779	128754799	11	129201884	129201904
11	128754779	128754799	11	128826529	128826549
11	128987668	128987688	11	129201884	129201904
11	128987668	128987688	11	129620875	129620895
11	129234218	129234238	11	129620875	129620895
11	129793366	129793386	11	130002319	130002339
11	12985782	12985802	11	13365860	13365880
11	130083137	130083157	11	130732002	130732022
11	130934454	130934474	11	131381875	131381895
11	131618242	131618262	11	131898716	131898736
11	131737744	131737764	11	131997036	131997056
11	13232071	13232091	11	13365860	13365880
11	13271743	13271763	11	13365860	13365880
1	113423742	113423762	1	113585428	113585448
1	113683304	113683324	1	114220691	114220711
11	13794178	13794198	11	14271070	14271090
11	13977602	13977622	11	14271070	14271090
1	115522102	115522122	1	115655593	115655613
1	115681687	115681707	1	116012481	116012501
1	115681687	115681707	1	116138624	116138644
1	116150949	116150969	1	116260325	116260345
11	1616861	1616881	11	71274710	71274730
1	116350543	116350563	1	116524201	116524221
11	16842001	16842021	11	17085135	17085155
1	116903577	116903597	1	117028047	117028067
11	16967635	16967655	11	17085135	17085155
1	117280078	117280098	1	117360375	117360395
1	117280078	117280098	1	117598143	117598163
1	118077792	118077812	1	118296885	118296905
1	11898894	11898914	1	11954171	11954191
1	11898894	11898914	1	12027443	12027463
11	19585735	19585755	11	19764429	19764449
1	119829413	119829433	1	119910311	119910331
11	20408779	20408799	11	20631838	20631858
11	20669706	20669726	11	22152417	22152437
11	22191577	22191597	11	22326079	22326099
11	2449605	2449625	11	2909778	2909798
11	26003732	26003752	11	26156696	26156716
11	26003732	26003752	11	26248967	26248987
11	26775602	26775622	11	27180510	27180530
11	27205669	27205689	11	27318133	27318153
11	30218335	30218355	11	30336360	30336380
11	3058682	3058702	11	3113177	3113197
11	31418976	31418996	11	31892794	31892814
11	31418976	31418996	11	31979855	31979875
11	31663204	31663224	11	31979855	31979875
11	32345249	32345269	11	32814600	32814620
11	32982306	32982326	11	33351467	33351487
11	32982306	32982326	11	33087313	33087333
11	33384087	33384107	11	33851254	33851274
11	33384087	33384107	11	33564684	33564704
11	33384087	33384107	11	33709619	33709639
11	33384087	33384107	11	33764211	33764231
11	33879569	33879589	11	33992750	33992770
11	34947814	34947834	11	35413948	35413968
11	35637901	35637921	11	36500446	36500466
11	35637901	35637921	11	36153464	36153484
11	36314020	36314040	11	36514445	36514465
11	36586094	36586114	11	36694560	36694580
11	37025242	37025262	11	38813091	38813111
11	37967906	37967926	11	38813091	38813111
1	13992337	13992357	1	14052517	14052537
11	40328664	40328684	11	41222901	41222921
11	44308032	44308052	11	44933053	44933073
1	14440510	14440530	1	14898532	14898552
11	44308032	44308052	11	44560194	44560214
11	44578371	44578391	11	44797131	44797151
11	4647610	4647630	11	5402158	5402178
11	4658297	4658317	11	5025854	5025874
1	151072443	151072463	1	151224366	151224386
1	151072443	151072463	1	151128649	151128669
11	5145469	5145489	11	5402158	5402178
1	151566801	151566821	1	151707704	151707724
1	151566801	151566821	1	151809089	151809109
1	151906654	151906674	1	151969456	151969476
11	5226192	5226212	11	5391291	5391311
1	153769866	153769886	1	153959376	153959396
1	154532149	154532169	1	154851139	154851159
1	154642327	154642347	1	154851139	154851159
11	5497630	5497650	11	5829847	5829867
1	155220615	155220635	1	155561777	155561797
11	55710451	55710471	11	56551111	56551131
11	56392208	56392228	11	56551111	56551131
11	57335811	57335831	11	57568327	57568347
11	57519317	57519337	11	57568327	57568347
1	158476344	158476364	1	159041958	159041978
1	158476344	158476364	1	158968651	158968671
1	158763544	158763564	1	158968651	158968671
11	59052181	59052201	11	59197580	59197600
1	159130987	159131007	1	159167946	159167966
11	59304852	59304872	11	59570218	59570238
11	59521598	59521618	11	59570218	59570238
11	59590635	59590655	11	60033269	60033289
11	60033269	60033289	11	60253592	60253612
11	60033269	60033289	11	60401824	60401844
11	60131116	60131136	11	60253592	60253612
1	160163048	160163068	1	160221903	160221923
11	6044387	6044407	11	6374849	6374869
11	60542997	60543017	11	60666998	60667018
11	60598666	60598686	11	60897374	60897394
1	160696777	160696797	1	160738296	160738316
1	161162465	161162485	1	161352098	161352118
11	61564833	61564853	11	61875651	61875671
11	61564833	61564853	11	61715295	61715315
11	61984808	61984828	11	62078798	62078818
11	62192360	62192380	11	62328190	62328210
11	62192360	62192380	11	62462342	62462362
1	162597685	162597705	1	162770351	162770371
1	16321208	16321228	1	234904225	234904245
11	63246456	63246476	11	63506409	63506429
1	163379942	163379962	1	164756725	164756745
1	163498700	163498720	1	164756725	164756745
11	6400660	6400680	11	6704747	6704767
11	65149876	65149896	11	65278407	65278427
1	165362297	165362317	1	165562360	165562380
1	165362297	165362317	1	165883601	165883621
11	65479381	65479401	11	65585784	65585804
11	65479381	65479401	11	65756596	65756616
1	165571031	165571051	1	165883601	165883621
1	165687313	165687333	1	166448456	166448476
1	165687313	165687333	1	165883601	165883621
11	66176098	66176118	11	66446145	66446165
11	66346649	66346669	11	66446145	66446165
11	66849093	66849113	11	66935901	66935921
1	166879791	166879811	1	167411563	167411583
1	167237241	167237261	1	167411563	167411583
1	167237241	167237261	1	167312255	167312275
11	68025025	68025045	11	68065371	68065391
11	68025025	68025045	11	68151581	68151601
1	168409172	168409192	1	169317859	169317879
1	168572905	168572925	1	169317859	169317879
11	68856334	68856354	11	69458270	69458290
1	169570500	169570520	1	169778944	169778964
11	70661156	70661176	11	71131657	71131677
1	170658843	170658863	1	170851242	170851262
1	171972067	171972087	1	172398622	172398642
11	72002027	72002047	11	72125385	72125405
11	72193460	72193480	11	72284570	72284590
11	72436434	72436454	11	72889280	72889300
11	72542673	72542693	11	72889280	72889300
11	72635801	72635821	11	72889280	72889300
1	172795323	172795343	1	173171687	173171707
11	72896425	72896445	11	73046674	73046694
11	73062399	73062419	11	73372152	73372172
11	73675541	73675561	11	73967003	73967023
1	17386323	17386343	1	17563715	17563735
1	17386323	17386343	1	17662770	17662790
1	17452419	17452439	1	17563715	17563735
1	17452419	17452439	1	17662770	17662790
11	74640965	74640985	11	74916160	74916180
11	74734110	74734130	11	74916160	74916180
1	174739283	174739303	1	174967791	174967811
1	174739283	174739303	1	175094593	175094613
1	174999049	174999069	1	175094593	175094613
1	175343114	175343134	1	176042863	176042883
1	175450439	175450459	1	176042863	176042883
11	75514455	75514475	11	75863384	75863404
1	17563715	17563735	1	234904225	234904245
11	76309738	76309758	11	76391941	76391961
1	176529128	176529148	1	176850308	176850328
1	17732832	17732852	1	234904225	234904245
11	77939606	77939626	11	78275645	78275665
1	178001123	178001143	1	178159144	178159164
1	178279954	178279974	1	178471053	178471073
1	178501615	178501635	1	178971992	178972012
1	178501615	178501635	1	179339066	179339086
1	178737645	178737665	1	178971992	178972012
1	179048465	179048485	1	179339066	179339086
11	7914496	7914516	11	8008611	8008631
11	7914496	7914516	11	8121033	8121053
1	17933517	17933537	1	234904225	234904245
11	8028103	8028123	11	8121033	8121053
1	180485132	180485152	1	181122349	181122369
1	180502811	180502831	1	180832502	180832522
1	180851233	180851253	1	181122349	181122369
11	81355456	81355476	11	82413072	82413092
11	81355456	81355476	11	81940574	81940594
1	181448462	181448482	1	181645603	181645623
1	181448462	181448482	1	181906279	181906299
11	82617397	82617417	11	82961219	82961239
1	182931795	182931815	1	183592523	183592543
1	182931795	182931815	1	183197315	183197335
1	183250779	183250799	1	183592523	183592543
1	183250779	183250799	1	183512914	183512934
1	183624793	183624813	1	183654426	183654446
1	183624793	183624813	1	183885287	183885307
1	183624793	183624813	1	184191881	184191901
1	18427155	18427175	1	234904225	234904245
1	184774884	184774904	1	184951454	184951474
11	85566053	85566073	11	86529700	86529720
11	85753109	85753129	11	85929688	85929708
11	85753109	85753129	11	86003017	86003037
11	86167315	86167335	11	86319595	86319615
11	86167315	86167335	11	86529700	86529720
1	186294561	186294581	1	186344814	186344834
11	86650334	86650354	11	87001529	87001549
11	86650334	86650354	11	87132573	87132593
11	87063962	87063982	11	87132573	87132593
1	18924073	18924093	1	234904225	234904245
1	18924073	18924093	1	19147436	19147456
11	9037325	9037345	11	9159461	9159481
11	93655040	93655060	11	94238040	94238060
11	93905032	93905052	11	94238040	94238060
11	94059035	94059055	11	94238040	94238060
11	94356467	94356487	11	94630617	94630637
11	95745337	95745357	11	96127111	96127131
1	196117698	196117718	1	196630240	196630260
1	197584476	197584496	1	197838233	197838253
1	198057637	198057657	1	198328347	198328367
1	198740874	198740894	1	199212762	199212782
1	198740874	198740894	1	199432842	199432862
11	9883853	9883873	11	10098600	10098620
11	9883853	9883873	11	9994616	9994636
11	9883853	9883873	11	10344747	10344767
1	199653975	199653995	1	200479436	200479456
1	199653975	199653995	1	200457998	200458018
1	200108955	200108975	1	200457998	200458018
1	201417396	201417416	1	201482287	201482307
1	201528952	201528972	1	201762334	201762354
1	201865196	201865216	1	202088259	202088279
1	201865196	201865216	1	201941946	201941966
1	201978838	201978858	1	202088259	202088279
1	20244669	20244689	1	20479001	20479021
1	20244669	20244689	1	20820457	20820477
1	203008624	203008644	1	203185504	203185524
1	203473975	203473995	1	203671404	203671424
1	204535126	204535146	1	204733120	204733140
1	204944939	204944959	1	205225469	205225489
1	204944939	204944959	1	205030881	205030901
1	205242760	205242780	1	205294742	205294762
1	205760882	205760902	1	206234553	206234573
1	206234553	206234573	1	206310541	206310561
1	206679479	206679499	1	206757180	206757200
1	206718294	206718314	1	206757180	206757200
1	208070651	208070671	1	208137052	208137072
1	210033823	210033843	1	210484617	210484637
12	100628667	100628687	12	100948471	100948491
12	10186568	10186588	12	10292801	10292821
1	210316998	210317018	1	210484617	210484637
12	103342801	103342821	12	103942585	103942605
12	10388540	10388560	12	10715098	10715118
12	10388540	10388560	12	10826927	10826947
12	10388540	10388560	12	10902976	10902996
12	104451635	104451655	12	104503129	104503149
12	104609507	104609527	12	105447006	105447026
12	104609507	104609527	12	104752336	104752356
12	104775787	104775807	12	105447006	105447026
12	105673422	105673442	12	105777301	105777321
12	105814605	105814625	12	106530137	106530157
12	106099638	106099658	12	106530137	106530157
12	106780165	106780185	12	107301379	107301399
12	106780165	106780185	12	107235675	107235695
1	210757883	210757903	1	211123478	211123498
12	108070199	108070219	12	108279039	108279059
12	108154968	108154988	12	108279039	108279059
12	109058763	109058783	12	109531366	109531386
12	109058763	109058783	12	109197467	109197487
12	109197467	109197487	12	109531366	109531386
12	10923915	10923935	12	11352724	11352744
12	10923915	10923935	12	11639678	11639698
12	109278379	109278399	12	109345091	109345111
12	109956737	109956757	12	110213260	110213280
12	110035674	110035694	12	110213260	110213280
12	111057563	111057583	12	111264654	111264674
12	111462159	111462179	12	111751746	111751766
12	112383199	112383219	12	112825285	112825305
12	112636113	112636133	12	112825285	112825305
12	113634928	113634948	12	113863318	113863338
12	113877508	113877528	12	114350687	114350707
12	114418497	114418517	12	114946515	114946535
12	115100576	115100596	12	116070360	116070380
12	115100576	115100596	12	116191115	116191135
12	116436044	116436064	12	116674145	116674165
12	117463519	117463539	12	117557706	117557726
12	117650564	117650584	12	118025664	118025684
12	117805007	117805027	12	118025664	118025684
12	117805007	117805027	12	118275215	118275235
1	211854219	211854239	1	212465031	212465051
1	211871996	211872016	1	212208618	212208638
12	118842903	118842923	12	119851163	119851183
12	119882442	119882462	12	119983009	119983029
12	120666311	120666331	12	120703716	120703736
12	120794497	120794517	12	120868417	120868437
12	121772740	121772760	12	121881196	121881216
12	121990696	121990716	12	122120136	122120156
12	121990696	121990716	12	122062676	122062696
12	122492394	122492414	12	122607919	122607939
12	122492394	122492414	12	122675598	122675618
12	122615722	122615742	12	122675598	122675618
12	122884188	122884208	12	122956358	122956378
12	124521319	124521339	12	124805683	124805703
12	12529741	12529761	12	12857774	12857794
12	126554258	126554278	12	127359139	127359159
12	127593326	127593346	12	127865798	127865818
1	213295991	213296011	1	214296692	214296712
1	213418109	213418129	1	214296692	214296712
12	13431270	13431290	12	14094871	14094891
1	213547819	213547839	1	214296692	214296712
12	13892717	13892737	12	14320149	14320169
12	14017197	14017217	12	14320149	14320169
12	14094871	14094891	12	14320149	14320169
1	214387453	214387473	1	215700080	215700100
12	14783211	14783231	12	15148937	15148957
12	14998389	14998409	12	15148937	15148957
1	21558635	21558655	1	21985754	21985774
12	15685499	15685519	12	16009482	16009502
12	18293106	18293126	12	18473137	18473157
12	18293106	18293126	12	19339844	19339864
12	19892315	19892335	12	20373468	20373488
1	220983648	220983668	1	221376984	221377004
1	221047724	221047744	1	221376984	221377004
1	221047724	221047744	1	221608941	221608961
12	2166547	2166567	12	2692362	2692382
1	221651529	221651549	1	222182530	222182550
12	21850942	21850962	12	22596516	22596536
12	22254058	22254078	12	22596516	22596536
12	23358306	23358326	12	24932028	24932048
1	224304013	224304033	1	224521217	224521237
1	224304013	224304033	1	224645402	224645422
1	22458560	22458580	1	22968691	22968711
1	22458560	22458580	1	22602602	22602622
1	224701585	224701605	1	225110434	225110454
12	25144590	25144610	12	25272142	25272162
1	228800312	228800332	1	229363382	229363402
12	29672705	29672725	12	30960561	30960581
1	231053158	231053178	1	231347239	231347259
1	231493741	231493761	1	231726511	231726531
12	3182747	3182767	12	3384784	3384804
1	232002591	232002611	1	233377007	233377027
12	3244801	3244821	12	3384784	3384804
12	32608637	32608657	12	34175123	34175143
12	32608637	32608657	12	32825021	32825041
1	23303087	23303107	1	23425389	23425409
1	234634981	234635001	1	235267668	235267688
1	234634981	234635001	1	234866651	234866671
1	234634981	234635001	1	235114665	235114685
1	235677247	235677267	1	236135209	236135229
12	38532685	38532705	12	38710302	38710322
12	38532685	38532705	12	39497545	39497565
12	38532685	38532705	12	39667165	39667185
12	38710302	38710322	12	39300582	39300602
12	38722301	38722321	12	39497545	39497565
12	38722301	38722321	12	39667165	39667185
12	39315058	39315078	12	39667165	39667185
12	39315058	39315078	12	39497545	39497565
12	40158958	40158978	12	40384498	40384518
1	24018161	24018181	1	24077970	24077990
12	40405135	40405155	12	40501511	40501531
1	240895791	240895811	1	241649193	241649213
12	41340606	41340626	12	42418181	42418201
12	41671015	41671035	12	42418181	42418201
1	241694770	241694790	1	242011296	242011316
1	241694770	241694790	1	241790975	241790995
12	42523593	42523613	12	42726294	42726314
1	243507427	243507447	1	244436507	244436527
1	243507427	243507447	1	243912178	243912198
12	43838931	43838951	12	44276556	44276576
12	44170492	44170512	12	44276556	44276576
1	244766900	244766920	1	245206144	245206164
1	246052296	246052316	1	246166625	246166645
1	247553573	247553593	1	247650585	247650605
1	247553573	247553593	1	247740008	247740028
12	48936274	48936294	12	49012412	49012432
12	49147425	49147445	12	49189792	49189812
12	49247196	49247216	12	49284635	49284655
1	25015209	25015229	1	25157362	25157382
12	50898669	50898689	12	51031852	51031872
12	51219321	51219341	12	51735356	51735376
12	5131794	5131814	12	5193590	5193610
12	52976959	52976979	12	53374773	53374793
12	53553331	53553351	12	53681681	53681701
12	54426522	54426542	12	54585515	54585535
12	55143163	55143183	12	55352029	55352049
12	55387196	55387216	12	55537233	55537253
12	55582927	55582947	12	56013692	56013712
12	56390076	56390096	12	56423661	56423681
12	56907689	56907709	12	56984205	56984225
12	57233863	57233883	12	57381485	57381505
12	58225329	58225349	12	58299262	58299282
12	58377094	58377114	12	59543961	59543981
12	58740007	58740027	12	59543961	59543981
12	58934442	58934462	12	59543961	59543981
1	26222064	26222084	1	26324794	26324814
12	63814081	63814101	12	64195967	64195987
1	26431619	26431639	1	26471778	26471798
12	64943539	64943559	12	65091984	65092004
12	65284840	65284860	12	65626470	65626490
12	67749797	67749817	12	68337265	68337285
12	69257828	69257848	12	69464287	69464307
1	26929029	26929049	1	27115827	27115847
12	69551002	69551022	12	69964766	69964786
12	69551002	69551022	12	69647923	69647943
12	69751425	69751445	12	69964766	69964786
12	69782338	69782358	12	69964766	69964786
12	70294576	70294596	12	70970985	70971005
12	7372424	7372444	12	7613395	7613415
12	7372424	7372444	12	7791448	7791468
12	77015444	77015464	12	77184942	77184962
12	77015444	77015464	12	77404897	77404917
12	77015444	77015464	12	77321149	77321169
12	77443730	77443750	12	78079109	78079129
12	78118332	78118352	12	78319691	78319711
12	7830112	7830132	12	7959641	7959661
12	78394006	78394026	12	78514836	78514856
12	79801897	79801917	12	80132086	80132106
12	79801897	79801917	12	80663920	80663940
12	8012695	8012715	12	8147993	8148013
12	8085928	8085948	12	8147993	8148013
12	80866882	80866902	12	81157765	81157785
12	8261585	8261605	12	8390234	8390254
1	28575155	28575175	1	28686345	28686365
1	28575155	28575175	1	28844682	28844702
1	28575155	28575175	1	28929528	28929548
1	28736427	28736447	1	28929528	28929548
12	8834823	8834843	12	9202313	9202333
1	28844682	28844702	1	28929528	28929548
12	89936887	89936907	12	90647827	90647847
12	89936887	89936907	12	90497005	90497025
1	29111776	29111796	1	29360545	29360565
12	91372128	91372148	12	91720398	91720418
12	91372128	91372148	12	91502999	91503019
12	93381244	93381264	12	93790720	93790740
12	95511069	95511089	12	95928343	95928363
12	96609136	96609156	12	96910664	96910684
12	96972492	96972512	12	97702565	97702585
12	97542900	97542920	12	97798499	97798519
12	97542900	97542920	12	98791472	98791492
12	9786964	9786984	12	9860954	9860974
12	99437281	99437301	12	100052931	100052951
13	100552774	100552794	13	100887685	100887705
13	100552774	100552794	13	101167266	101167286
13	100887685	100887705	13	101167266	101167286
13	102594571	102594591	13	103109855	103109875
13	110874749	110874769	13	111064763	111064783
13	111246008	111246028	13	111471964	111471984
13	112126966	112126986	13	113098648	113098668
13	112126966	112126986	13	113260879	113260899
13	113295242	113295262	13	113528998	113529018
13	113597197	113597217	13	114048454	114048474
1	31192236	31192256	1	31384386	31384406
1	31274745	31274765	1	31384386	31384406
13	20756574	20756594	13	21499126	21499146
13	20756574	20756594	13	21402846	21402866
13	21517864	21517884	13	21755035	21755055
13	22212558	22212578	13	23375709	23375729
13	22212558	22212578	13	22852642	22852662
13	23375709	23375729	13	23893956	23893976
13	23375709	23375729	13	23594571	23594591
13	24495692	24495712	13	24794436	24794456
13	24594641	24594661	13	24794436	24794456
13	26148765	26148785	13	26637165	26637185
13	28898518	28898538	13	29370968	29370988
13	29655357	29655377	13	29937319	29937339
13	30082445	30082465	13	30689303	30689323
13	30706856	30706876	13	30909399	30909419
13	30706856	30706876	13	31377197	31377217
13	31553667	31553687	13	31618703	31618723
13	32005992	32006012	13	32316425	32316445
13	32484215	32484235	13	32884419	32884439
1	33399190	33399210	1	33473065	33473085
1	33399190	33399210	1	33552131	33552151
13	34116961	34116981	13	34298156	34298176
13	34505733	34505753	13	34651437	34651457
13	36994684	36994704	13	37310453	37310473
13	36994684	36994704	13	37555476	37555496
1	33833541	33833561	1	33936255	33936275
13	40517109	40517129	13	41257300	41257320
13	40643508	40643528	13	41257300	41257320
13	42242474	42242494	13	42684884	42684904
13	46085889	46085909	13	46292293	46292313
13	46197823	46197843	13	46292293	46292313
13	46197823	46197843	13	46895936	46895956
13	46381828	46381848	13	46895936	46895956
13	47067253	47067273	13	47295465	47295485
13	47405913	47405933	13	48348460	48348480
13	48701198	48701218	13	49154517	49154537
13	48701198	48701218	13	49343387	49343407
13	48908851	48908871	13	49343387	49343407
13	49169939	49169959	13	49343387	49343407
13	49875462	49875482	13	50181372	50181392
13	49995896	49995916	13	50181372	50181392
13	50550969	50550989	13	51106232	51106252
13	50550969	50550989	13	51375648	51375668
13	50550969	50550989	13	51644360	51644380
13	50659304	50659324	13	51375648	51375668
13	50659304	50659324	13	51644360	51644380
13	53183645	53183665	13	53542426	53542446
1	35667876	35667896	1	35764322	35764342
13	59965936	59965956	13	61005423	61005443
13	61201410	61201430	13	61985015	61985035
1	36615292	36615312	1	36653935	36653955
1	36615292	36615312	1	36751237	36751257
1	36808474	36808494	1	36886588	36886608
13	70111783	70111803	13	70431544	70431564
1	37169485	37169505	1	37789557	37789577
13	73414163	73414183	13	74282710	74282730
13	74329027	74329047	13	74861376	74861396
13	74329027	74329047	13	75794039	75794059
13	74409466	74409486	13	75794039	75794059
13	74409466	74409486	13	74861376	74861396
13	75946758	75946778	13	76056804	76056824
13	78167346	78167366	13	78326175	78326195
13	78711957	78711977	13	79552716	79552736
1	37920611	37920631	1	37953146	37953166
1	37920611	37920631	1	38148227	38148247
13	79998369	79998389	13	80115758	80115778
13	80253584	80253604	13	80938222	80938242
13	80253584	80253604	13	81591882	81591902
13	80350100	80350120	13	80917156	80917176
1	38068903	38068923	1	38148227	38148247
13	81745366	81745386	13	82904826	82904846
1	38356233	38356253	1	39301090	39301110
